seed,family,policy,layer,collision,bufferViolation,minGap,stopTime,stopped,brakeTime,finalSpeed
27000,nominal,baseline,nominal-model,false,false,8.013177681958325,15.050000000000079,true,10.750000000000018,0
27000,nominal,baseline,extended-model,false,false,8.89375734029585,14.900000000000077,true,10.750000000000018,0
27000,nominal,guarded,nominal-model,false,false,38.016760395377446,12.550000000000043,true,8.249999999999982,0
27000,nominal,guarded,extended-model,false,false,38.897188585220874,12.400000000000041,true,8.249999999999982,0
27000,nominal,no-speed-cap,nominal-model,false,false,38.016760395377446,12.550000000000043,true,8.249999999999982,0
27000,nominal,no-speed-cap,extended-model,false,false,38.897188585220874,12.400000000000041,true,8.249999999999982,0
27000,nominal,no-brake-bound,nominal-model,false,false,8.013177681958325,15.050000000000079,true,10.750000000000018,0
27000,nominal,no-brake-bound,extended-model,false,false,8.89375734029585,14.900000000000077,true,10.750000000000018,0
27001,nominal,baseline,nominal-model,false,false,8.270048303819237,13.850000000000062,true,9.199999999999996,0
27001,nominal,baseline,extended-model,false,false,10.87789325667569,13.400000000000055,true,9.199999999999996,0
27001,nominal,guarded,nominal-model,false,false,46.07538237603228,10.700000000000017,true,6.0499999999999865,0
27001,nominal,guarded,extended-model,false,false,48.68261928120046,10.25000000000001,true,6.0499999999999865,0
27001,nominal,no-speed-cap,nominal-model,false,false,46.07538237603228,10.700000000000017,true,6.0499999999999865,0
27001,nominal,no-speed-cap,extended-model,false,false,48.68261928120046,10.25000000000001,true,6.0499999999999865,0
27001,nominal,no-brake-bound,nominal-model,false,false,8.270048303819237,13.850000000000062,true,9.199999999999996,0
27001,nominal,no-brake-bound,extended-model,false,false,10.87789325667569,13.400000000000055,true,9.199999999999996,0
27002,nominal,baseline,nominal-model,false,false,8.436261943420334,12.550000000000043,true,7.84999999999998,0
27002,nominal,baseline,extended-model,false,false,10.121996682749852,12.250000000000039,true,7.84999999999998,0
27002,nominal,guarded,nominal-model,false,false,47.52493044809506,9.299999999999997,true,4.599999999999992,0
27002,nominal,guarded,extended-model,false,false,49.20422256072169,8.999999999999993,true,4.599999999999992,0
27002,nominal,no-speed-cap,nominal-model,false,false,47.52493044809506,9.299999999999997,true,4.599999999999992,0
27002,nominal,no-speed-cap,extended-model,false,false,49.20422256072169,8.999999999999993,true,4.599999999999992,0
27002,nominal,no-brake-bound,nominal-model,false,false,8.436261943420334,12.550000000000043,true,7.84999999999998,0
27002,nominal,no-brake-bound,extended-model,false,false,10.121996682749852,12.250000000000039,true,7.84999999999998,0
27003,nominal,baseline,nominal-model,false,false,8.116789310867944,16.4500000000001,true,12.100000000000037,0
27003,nominal,baseline,extended-model,false,false,8.848797957289662,16.350000000000097,true,12.100000000000037,0
27003,nominal,guarded,nominal-model,false,false,39.31851743698911,13.850000000000062,true,9.5,0
27003,nominal,guarded,extended-model,false,false,40.0504663209328,13.75000000000006,true,9.5,0
27003,nominal,no-speed-cap,nominal-model,false,false,39.31851743698911,13.850000000000062,true,9.5,0
27003,nominal,no-speed-cap,extended-model,false,false,40.0504663209328,13.75000000000006,true,9.5,0
27003,nominal,no-brake-bound,nominal-model,false,false,8.116789310867944,16.4500000000001,true,12.100000000000037,0
27003,nominal,no-brake-bound,extended-model,false,false,8.848797957289662,16.350000000000097,true,12.100000000000037,0
27004,nominal,baseline,nominal-model,false,false,8.029703689397024,16.000000000000092,true,11.200000000000024,0
27004,nominal,baseline,extended-model,false,false,6.7086725477388995,16.200000000000095,true,11.200000000000024,0
27004,nominal,guarded,nominal-model,false,false,50.629846048080196,12.450000000000042,true,7.649999999999981,0
27004,nominal,guarded,extended-model,false,false,49.30882283009191,12.650000000000045,true,7.649999999999981,0
27004,nominal,no-speed-cap,nominal-model,false,false,50.629846048080196,12.450000000000042,true,7.649999999999981,0
27004,nominal,no-speed-cap,extended-model,false,false,49.30882283009191,12.650000000000045,true,7.649999999999981,0
27004,nominal,no-brake-bound,nominal-model,false,false,8.029703689397024,16.000000000000092,true,11.200000000000024,0
27004,nominal,no-brake-bound,extended-model,false,false,6.7086725477388995,16.200000000000095,true,11.200000000000024,0
27005,nominal,baseline,nominal-model,false,false,8.174090385249315,14.900000000000077,true,10.15000000000001,0
27005,nominal,baseline,extended-model,false,false,9.355506644712023,14.700000000000074,true,10.15000000000001,0
27005,nominal,guarded,nominal-model,false,false,48.413934184410834,11.500000000000028,true,6.799999999999984,0
27005,nominal,guarded,extended-model,false,false,49.5933355274575,11.350000000000026,true,6.799999999999984,0
27005,nominal,no-speed-cap,nominal-model,false,false,48.413934184410834,11.500000000000028,true,6.799999999999984,0
27005,nominal,no-speed-cap,extended-model,false,false,49.5933355274575,11.350000000000026,true,6.799999999999984,0
27005,nominal,no-brake-bound,nominal-model,false,false,8.174090385249315,14.900000000000077,true,10.15000000000001,0
27005,nominal,no-brake-bound,extended-model,false,false,9.355506644712023,14.700000000000074,true,10.15000000000001,0
27006,nominal,baseline,nominal-model,false,false,8.184480450730007,16.4500000000001,true,11.55000000000003,0
27006,nominal,baseline,extended-model,false,true,4.32712831022252,17.100000000000108,true,11.55000000000003,0
27006,nominal,guarded,nominal-model,false,false,54.38836650885736,12.600000000000044,true,7.699999999999981,0
27006,nominal,guarded,extended-model,false,false,50.53162764688295,13.250000000000053,true,7.699999999999981,0
27006,nominal,no-speed-cap,nominal-model,false,false,54.38836650885736,12.600000000000044,true,7.699999999999981,0
27006,nominal,no-speed-cap,extended-model,false,false,50.53162764688295,13.250000000000053,true,7.699999999999981,0
27006,nominal,no-brake-bound,nominal-model,false,false,8.184480450730007,16.4500000000001,true,11.55000000000003,0
27006,nominal,no-brake-bound,extended-model,false,true,4.32712831022252,17.100000000000108,true,11.55000000000003,0
27007,nominal,baseline,nominal-model,false,false,8.398798170134512,10.25000000000001,true,5.899999999999987,0
27007,nominal,baseline,extended-model,false,false,7.063259982533225,10.500000000000014,true,5.899999999999987,0
27007,nominal,guarded,nominal-model,false,false,39.087085749667494,7.699999999999981,true,3.349999999999996,0
27007,nominal,guarded,extended-model,false,false,37.757105508755956,7.94999999999998,true,3.349999999999996,0
27007,nominal,no-speed-cap,nominal-model,false,false,39.087085749667494,7.699999999999981,true,3.349999999999996,0
27007,nominal,no-speed-cap,extended-model,false,false,37.757105508755956,7.94999999999998,true,3.349999999999996,0
27007,nominal,no-brake-bound,nominal-model,false,false,8.398798170134512,10.25000000000001,true,5.899999999999987,0
27007,nominal,no-brake-bound,extended-model,false,false,7.063259982533225,10.500000000000014,true,5.899999999999987,0
27008,nominal,baseline,nominal-model,false,false,8.418193867035711,10.500000000000014,true,6.199999999999986,0
27008,nominal,baseline,extended-model,false,false,10.502555027233427,10.15000000000001,true,6.199999999999986,0
27008,nominal,guarded,nominal-model,false,false,37.43724936802499,8.09999999999998,true,3.7999999999999945,0
27008,nominal,guarded,extended-model,false,false,39.49965633023419,7.7499999999999805,true,3.7999999999999945,0
27008,nominal,no-speed-cap,nominal-model,false,false,37.43724936802499,8.09999999999998,true,3.7999999999999945,0
27008,nominal,no-speed-cap,extended-model,false,false,39.49965633023419,7.7499999999999805,true,3.7999999999999945,0
27008,nominal,no-brake-bound,nominal-model,false,false,8.418193867035711,10.500000000000014,true,6.199999999999986,0
27008,nominal,no-brake-bound,extended-model,false,false,10.502555027233427,10.15000000000001,true,6.199999999999986,0
27009,nominal,baseline,nominal-model,false,false,8.437877880066992,13.500000000000057,true,9.199999999999996,0
27009,nominal,baseline,extended-model,false,false,9.830855717700786,13.300000000000054,true,9.199999999999996,0
27009,nominal,guarded,nominal-model,false,false,38.43841173970213,11.000000000000021,true,6.699999999999984,0
27009,nominal,guarded,extended-model,false,false,39.83135403543497,10.800000000000018,true,6.699999999999984,0
27009,nominal,no-speed-cap,nominal-model,false,false,38.43841173970213,11.000000000000021,true,6.699999999999984,0
27009,nominal,no-speed-cap,extended-model,false,false,39.83135403543497,10.800000000000018,true,6.699999999999984,0
27009,nominal,no-brake-bound,nominal-model,false,false,8.437877880066992,13.500000000000057,true,9.199999999999996,0
27009,nominal,no-brake-bound,extended-model,false,false,9.830855717700786,13.300000000000054,true,9.199999999999996,0
27010,nominal,baseline,nominal-model,false,false,8.03020359855509,9.900000000000006,true,5.599999999999988,0
27010,nominal,baseline,extended-model,false,false,5.553279922875618,10.300000000000011,true,5.599999999999988,0
27010,nominal,guarded,nominal-model,false,false,37.47287343158166,7.4499999999999815,true,3.149999999999997,0
27010,nominal,guarded,extended-model,false,false,35.0010359804794,7.84999999999998,true,3.149999999999997,0
27010,nominal,no-speed-cap,nominal-model,false,false,37.47287343158166,7.4499999999999815,true,3.149999999999997,0
27010,nominal,no-speed-cap,extended-model,false,false,35.0010359804794,7.84999999999998,true,3.149999999999997,0
27010,nominal,no-brake-bound,nominal-model,false,false,8.03020359855509,9.900000000000006,true,5.599999999999988,0
27010,nominal,no-brake-bound,extended-model,false,false,5.553279922875618,10.300000000000011,true,5.599999999999988,0
27011,nominal,baseline,nominal-model,false,false,8.227837310723146,12.100000000000037,true,6.949999999999983,0
27011,nominal,baseline,extended-model,false,false,6.897994334915779,12.35000000000004,true,6.949999999999983,0
27011,nominal,guarded,nominal-model,false,false,60.21518662511846,7.7499999999999805,true,2.7499999999999982,0
27011,nominal,guarded,extended-model,false,false,54.18395128015413,8.399999999999984,true,3.099999999999997,0
27011,nominal,no-speed-cap,nominal-model,false,false,60.21518662511846,7.7499999999999805,true,2.7499999999999982,0
27011,nominal,no-speed-cap,extended-model,false,false,54.18395128015413,8.399999999999984,true,3.099999999999997,0
27011,nominal,no-brake-bound,nominal-model,false,false,8.227837310723146,12.100000000000037,true,6.949999999999983,0
27011,nominal,no-brake-bound,extended-model,false,false,6.897994334915779,12.35000000000004,true,6.949999999999983,0
27012,nominal,baseline,nominal-model,false,false,8.456154154640103,13.150000000000052,true,8.74999999999999,0
27012,nominal,baseline,extended-model,false,false,8.558085855900174,13.150000000000052,true,8.74999999999999,0
27012,nominal,guarded,nominal-model,false,false,39.70295040372497,10.550000000000015,true,6.149999999999986,0
27012,nominal,guarded,extended-model,false,false,39.80465909977852,10.550000000000015,true,6.149999999999986,0
27012,nominal,no-speed-cap,nominal-model,false,false,39.70295040372497,10.550000000000015,true,6.149999999999986,0
27012,nominal,no-speed-cap,extended-model,false,false,39.80465909977852,10.550000000000015,true,6.149999999999986,0
27012,nominal,no-brake-bound,nominal-model,false,false,8.456154154640103,13.150000000000052,true,8.74999999999999,0
27012,nominal,no-brake-bound,extended-model,false,false,8.558085855900174,13.150000000000052,true,8.74999999999999,0
27013,nominal,baseline,nominal-model,false,false,8.272023820288894,12.650000000000045,true,8.499999999999986,0
27013,nominal,baseline,extended-model,false,false,7.219141046579125,12.850000000000048,true,8.499999999999986,0
27013,nominal,guarded,nominal-model,false,false,34.68113888270318,10.450000000000014,true,6.299999999999986,0
27013,nominal,guarded,extended-model,false,false,33.62873671719524,10.650000000000016,true,6.299999999999986,0
27013,nominal,no-speed-cap,nominal-model,false,false,34.68113888270318,10.450000000000014,true,6.299999999999986,0
27013,nominal,no-speed-cap,extended-model,false,false,33.62873671719524,10.650000000000016,true,6.299999999999986,0
27013,nominal,no-brake-bound,nominal-model,false,false,8.272023820288894,12.650000000000045,true,8.499999999999986,0
27013,nominal,no-brake-bound,extended-model,false,false,7.219141046579125,12.850000000000048,true,8.499999999999986,0
27014,nominal,baseline,nominal-model,false,false,8.41449534023559,13.70000000000006,true,9.45,0
27014,nominal,baseline,extended-model,false,false,9.461295620962062,13.500000000000057,true,9.45,0
27014,nominal,guarded,nominal-model,false,false,36.61773315235183,11.350000000000026,true,7.099999999999983,0
27014,nominal,guarded,extended-model,false,false,37.664367345579194,11.150000000000023,true,7.099999999999983,0
27014,nominal,no-speed-cap,nominal-model,false,false,36.61773315235183,11.350000000000026,true,7.099999999999983,0
27014,nominal,no-speed-cap,extended-model,false,false,37.664367345579194,11.150000000000023,true,7.099999999999983,0
27014,nominal,no-brake-bound,nominal-model,false,false,8.41449534023559,13.70000000000006,true,9.45,0
27014,nominal,no-brake-bound,extended-model,false,false,9.461295620962062,13.500000000000057,true,9.45,0
27015,nominal,baseline,nominal-model,false,false,8.353822066856708,12.950000000000049,true,8.549999999999986,0
27015,nominal,baseline,extended-model,false,false,5.65027300366819,13.400000000000055,true,8.549999999999986,0
27015,nominal,guarded,nominal-model,false,false,39.56213257009978,10.350000000000012,true,5.949999999999987,0
27015,nominal,guarded,extended-model,false,false,36.859636616216164,10.800000000000018,true,5.949999999999987,0
27015,nominal,no-speed-cap,nominal-model,false,false,39.56213257009978,10.350000000000012,true,5.949999999999987,0
27015,nominal,no-speed-cap,extended-model,false,false,36.859636616216164,10.800000000000018,true,5.949999999999987,0
27015,nominal,no-brake-bound,nominal-model,false,false,8.353822066856708,12.950000000000049,true,8.549999999999986,0
27015,nominal,no-brake-bound,extended-model,false,false,5.65027300366819,13.400000000000055,true,8.549999999999986,0
27016,nominal,baseline,nominal-model,false,false,8.178626342236385,11.700000000000031,true,7.349999999999982,0
27016,nominal,baseline,extended-model,false,false,7.9349558778213805,11.750000000000032,true,7.349999999999982,0
27016,nominal,guarded,nominal-model,false,false,38.815175020465006,9.149999999999995,true,4.799999999999991,0
27016,nominal,guarded,extended-model,false,false,38.57192757094549,9.199999999999996,true,4.799999999999991,0
27016,nominal,no-speed-cap,nominal-model,false,false,38.815175020465006,9.149999999999995,true,4.799999999999991,0
27016,nominal,no-speed-cap,extended-model,false,false,38.57192757094549,9.199999999999996,true,4.799999999999991,0
27016,nominal,no-brake-bound,nominal-model,false,false,8.178626342236385,11.700000000000031,true,7.349999999999982,0
27016,nominal,no-brake-bound,extended-model,false,false,7.9349558778213805,11.750000000000032,true,7.349999999999982,0
27017,nominal,baseline,nominal-model,false,false,8.230216498886818,11.400000000000027,true,6.499999999999985,0
27017,nominal,baseline,extended-model,false,false,5.472595225301973,11.850000000000033,true,6.499999999999985,0
27017,nominal,guarded,nominal-model,false,false,50.97287812889016,7.79999999999998,true,3.099999999999997,0
27017,nominal,guarded,extended-model,false,false,48.43514559472436,8.249999999999982,true,3.099999999999997,0
27017,nominal,no-speed-cap,nominal-model,false,false,50.97287812889016,7.79999999999998,true,3.099999999999997,0
27017,nominal,no-speed-cap,extended-model,false,false,48.43514559472436,8.249999999999982,true,3.099999999999997,0
27017,nominal,no-brake-bound,nominal-model,false,false,8.230216498886818,11.400000000000027,true,6.499999999999985,0
27017,nominal,no-brake-bound,extended-model,false,false,5.472595225301973,11.850000000000033,true,6.499999999999985,0
27018,nominal,baseline,nominal-model,false,false,8.553389135793168,11.500000000000028,true,6.5999999999999845,0
27018,nominal,baseline,extended-model,false,false,10.54489804229928,11.150000000000023,true,6.5999999999999845,0
27018,nominal,guarded,nominal-model,false,false,49.36601348240322,8.04999999999998,true,3.349999999999996,0
27018,nominal,guarded,extended-model,false,false,51.20806451650111,7.699999999999981,true,3.349999999999996,0
27018,nominal,no-speed-cap,nominal-model,false,false,49.36601348240322,8.04999999999998,true,3.349999999999996,0
27018,nominal,no-speed-cap,extended-model,false,false,51.20806451650111,7.699999999999981,true,3.349999999999996,0
27018,nominal,no-brake-bound,nominal-model,false,false,8.553389135793168,11.500000000000028,true,6.5999999999999845,0
27018,nominal,no-brake-bound,extended-model,false,false,10.54489804229928,11.150000000000023,true,6.5999999999999845,0
27019,nominal,baseline,nominal-model,false,false,8.024432402811215,16.700000000000102,true,12.150000000000038,0
27019,nominal,baseline,extended-model,false,false,8.336916785217454,16.6500000000001,true,12.150000000000038,0
27019,nominal,guarded,nominal-model,false,false,43.42486472471546,13.75000000000006,true,9.199999999999996,0
27019,nominal,guarded,extended-model,false,false,43.73734303008695,13.70000000000006,true,9.199999999999996,0
27019,nominal,no-speed-cap,nominal-model,false,false,43.42486472471546,13.75000000000006,true,9.199999999999996,0
27019,nominal,no-speed-cap,extended-model,false,false,43.73734303008695,13.70000000000006,true,9.199999999999996,0
27019,nominal,no-brake-bound,nominal-model,false,false,8.024432402811215,16.700000000000102,true,12.150000000000038,0
27019,nominal,no-brake-bound,extended-model,false,false,8.336916785217454,16.6500000000001,true,12.150000000000038,0
27020,nominal,baseline,nominal-model,false,false,8.120172346800928,11.900000000000034,true,7.499999999999981,0
27020,nominal,baseline,extended-model,false,false,7.8918377943793985,11.900000000000034,true,7.499999999999981,0
27020,nominal,guarded,nominal-model,false,false,39.402333730669,9.249999999999996,true,4.899999999999991,0
27020,nominal,guarded,extended-model,false,false,39.174881662806,9.299999999999997,true,4.899999999999991,0
27020,nominal,no-speed-cap,nominal-model,false,false,39.402333730669,9.249999999999996,true,4.899999999999991,0
27020,nominal,no-speed-cap,extended-model,false,false,39.174881662806,9.299999999999997,true,4.899999999999991,0
27020,nominal,no-brake-bound,nominal-model,false,false,8.120172346800928,11.900000000000034,true,7.499999999999981,0
27020,nominal,no-brake-bound,extended-model,false,false,7.8918377943793985,11.900000000000034,true,7.499999999999981,0
27021,nominal,baseline,nominal-model,false,false,8.44534204062046,13.05000000000005,true,8.349999999999984,0
27021,nominal,baseline,extended-model,false,false,9.78992872390171,12.800000000000047,true,8.349999999999984,0
27021,nominal,guarded,nominal-model,false,false,46.933969908736685,9.850000000000005,true,5.14999999999999,0
27021,nominal,guarded,extended-model,false,false,48.273402751099354,9.600000000000001,true,5.14999999999999,0
27021,nominal,no-speed-cap,nominal-model,false,false,46.933969908736685,9.850000000000005,true,5.14999999999999,0
27021,nominal,no-speed-cap,extended-model,false,false,48.273402751099354,9.600000000000001,true,5.14999999999999,0
27021,nominal,no-brake-bound,nominal-model,false,false,8.44534204062046,13.05000000000005,true,8.349999999999984,0
27021,nominal,no-brake-bound,extended-model,false,false,9.78992872390171,12.800000000000047,true,8.349999999999984,0
27022,nominal,baseline,nominal-model,false,false,8.55762108813451,12.600000000000044,true,8.199999999999982,0
27022,nominal,baseline,extended-model,false,false,5.906432184785501,13.05000000000005,true,8.199999999999982,0
27022,nominal,guarded,nominal-model,false,false,40.3646055512782,9.950000000000006,true,5.549999999999988,0
27022,nominal,guarded,extended-model,false,false,37.714278805470144,10.400000000000013,true,5.549999999999988,0
27022,nominal,no-speed-cap,nominal-model,false,false,40.3646055512782,9.950000000000006,true,5.549999999999988,0
27022,nominal,no-speed-cap,extended-model,false,false,37.714278805470144,10.400000000000013,true,5.549999999999988,0
27022,nominal,no-brake-bound,nominal-model,false,false,8.55762108813451,12.600000000000044,true,8.199999999999982,0
27022,nominal,no-brake-bound,extended-model,false,false,5.906432184785501,13.05000000000005,true,8.199999999999982,0
27023,nominal,baseline,nominal-model,false,false,8.527719924189284,12.550000000000043,true,7.399999999999982,0
27023,nominal,baseline,extended-model,false,false,6.800514501216071,12.850000000000048,true,7.399999999999982,0
27023,nominal,guarded,nominal-model,false,false,55.14486439052638,8.599999999999987,true,3.7999999999999945,0
27023,nominal,guarded,extended-model,false,false,53.6488395114589,8.84999999999999,true,3.7999999999999945,0
27023,nominal,no-speed-cap,nominal-model,false,false,55.14486439052638,8.599999999999987,true,3.7999999999999945,0
27023,nominal,no-speed-cap,extended-model,false,false,53.6488395114589,8.84999999999999,true,3.7999999999999945,0
27023,nominal,no-brake-bound,nominal-model,false,false,8.527719924189284,12.550000000000043,true,7.399999999999982,0
27023,nominal,no-brake-bound,extended-model,false,false,6.800514501216071,12.850000000000048,true,7.399999999999982,0
27024,nominal,baseline,nominal-model,false,false,8.284258240330075,14.650000000000073,true,10.25000000000001,0
27024,nominal,baseline,extended-model,false,false,8.902852102168879,14.550000000000072,true,10.25000000000001,0
27024,nominal,guarded,nominal-model,false,false,40.08517088751171,12.000000000000036,true,7.599999999999981,0
27024,nominal,guarded,extended-model,false,false,40.703738467505445,11.900000000000034,true,7.599999999999981,0
27024,nominal,no-speed-cap,nominal-model,false,false,40.08517088751171,12.000000000000036,true,7.599999999999981,0
27024,nominal,no-speed-cap,extended-model,false,false,40.703738467505445,11.900000000000034,true,7.599999999999981,0
27024,nominal,no-brake-bound,nominal-model,false,false,8.284258240330075,14.650000000000073,true,10.25000000000001,0
27024,nominal,no-brake-bound,extended-model,false,false,8.902852102168879,14.550000000000072,true,10.25000000000001,0
27025,nominal,baseline,nominal-model,false,false,8.068016957194288,14.000000000000064,true,9.5,0
27025,nominal,baseline,extended-model,false,false,9.621876503688327,13.75000000000006,true,9.5,0
27025,nominal,guarded,nominal-model,false,false,42.309949741560274,11.150000000000023,true,6.649999999999984,0
27025,nominal,guarded,extended-model,false,false,43.86083950937973,10.90000000000002,true,6.649999999999984,0
27025,nominal,no-speed-cap,nominal-model,false,false,42.309949741560274,11.150000000000023,true,6.649999999999984,0
27025,nominal,no-speed-cap,extended-model,false,false,43.86083950937973,10.90000000000002,true,6.649999999999984,0
27025,nominal,no-brake-bound,nominal-model,false,false,8.068016957194288,14.000000000000064,true,9.5,0
27025,nominal,no-brake-bound,extended-model,false,false,9.621876503688327,13.75000000000006,true,9.5,0
27026,nominal,baseline,nominal-model,false,false,8.587960351289155,10.550000000000015,true,5.699999999999988,0
27026,nominal,baseline,extended-model,false,false,10.572466536970694,10.20000000000001,true,5.699999999999988,0
27026,nominal,guarded,nominal-model,false,false,49.30307603273758,7.149999999999983,true,2.4499999999999993,0
27026,nominal,guarded,extended-model,false,false,51.14575346529932,6.799999999999984,true,2.4499999999999993,0
27026,nominal,no-speed-cap,nominal-model,false,false,49.30307603273758,7.149999999999983,true,2.4499999999999993,0
27026,nominal,no-speed-cap,extended-model,false,false,51.14575346529932,6.799999999999984,true,2.4499999999999993,0
27026,nominal,no-brake-bound,nominal-model,false,false,8.587960351289155,10.550000000000015,true,5.699999999999988,0
27026,nominal,no-brake-bound,extended-model,false,false,10.572466536970694,10.20000000000001,true,5.699999999999988,0
27027,nominal,baseline,nominal-model,false,false,8.276763613351136,15.85000000000009,true,11.150000000000023,0
27027,nominal,baseline,extended-model,false,false,9.524559307983736,15.650000000000087,true,11.150000000000023,0
27027,nominal,guarded,nominal-model,false,false,47.29887758978333,12.600000000000044,true,7.89999999999998,0
27027,nominal,guarded,extended-model,false,false,48.5454800253101,12.400000000000041,true,7.89999999999998,0
27027,nominal,no-speed-cap,nominal-model,false,false,47.29887758978333,12.600000000000044,true,7.89999999999998,0
27027,nominal,no-speed-cap,extended-model,false,false,48.5454800253101,12.400000000000041,true,7.89999999999998,0
27027,nominal,no-brake-bound,nominal-model,false,false,8.276763613351136,15.85000000000009,true,11.150000000000023,0
27027,nominal,no-brake-bound,extended-model,false,false,9.524559307983736,15.650000000000087,true,11.150000000000023,0
27028,nominal,baseline,nominal-model,false,false,8.21556345094126,12.400000000000041,true,7.649999999999981,0
27028,nominal,baseline,extended-model,false,false,7.08564126729874,12.600000000000044,true,7.649999999999981,0
27028,nominal,guarded,nominal-model,false,false,49.06718295601053,8.999999999999993,true,4.249999999999993,0
27028,nominal,guarded,extended-model,false,false,47.93974467574628,9.199999999999996,true,4.249999999999993,0
27028,nominal,no-speed-cap,nominal-model,false,false,49.06718295601053,8.999999999999993,true,4.249999999999993,0
27028,nominal,no-speed-cap,extended-model,false,false,47.93974467574628,9.199999999999996,true,4.249999999999993,0
27028,nominal,no-brake-bound,nominal-model,false,false,8.21556345094126,12.400000000000041,true,7.649999999999981,0
27028,nominal,no-brake-bound,extended-model,false,false,7.08564126729874,12.600000000000044,true,7.649999999999981,0
27029,nominal,baseline,nominal-model,false,false,8.578790422014208,15.700000000000088,true,10.95000000000002,0
27029,nominal,baseline,extended-model,false,false,5.55260352037925,16.200000000000095,true,10.95000000000002,0
27029,nominal,guarded,nominal-model,false,false,49.37930492429598,12.30000000000004,true,7.549999999999981,0
27029,nominal,guarded,extended-model,false,false,46.353184192971355,12.800000000000047,true,7.549999999999981,0
27029,nominal,no-speed-cap,nominal-model,false,false,49.37930492429598,12.30000000000004,true,7.549999999999981,0
27029,nominal,no-speed-cap,extended-model,false,false,46.353184192971355,12.800000000000047,true,7.549999999999981,0
27029,nominal,no-brake-bound,nominal-model,false,false,8.578790422014208,15.700000000000088,true,10.95000000000002,0
27029,nominal,no-brake-bound,extended-model,false,false,5.55260352037925,16.200000000000095,true,10.95000000000002,0
27030,nominal,baseline,nominal-model,false,false,8.21468940905578,15.600000000000087,true,10.500000000000014,0
27030,nominal,baseline,extended-model,false,false,9.072236064933406,15.450000000000085,true,10.500000000000014,0
27030,nominal,guarded,nominal-model,false,false,61.01650642624992,11.200000000000024,true,6.099999999999986,0
27030,nominal,guarded,extended-model,false,false,61.87399220528903,11.050000000000022,true,6.099999999999986,0
27030,nominal,no-speed-cap,nominal-model,false,false,61.01650642624992,11.200000000000024,true,6.099999999999986,0
27030,nominal,no-speed-cap,extended-model,false,false,61.87399220528903,11.050000000000022,true,6.099999999999986,0
27030,nominal,no-brake-bound,nominal-model,false,false,8.21468940905578,15.600000000000087,true,10.500000000000014,0
27030,nominal,no-brake-bound,extended-model,false,false,9.072236064933406,15.450000000000085,true,10.500000000000014,0
27031,nominal,baseline,nominal-model,false,false,8.094113253545743,11.250000000000025,true,6.149999999999986,0
27031,nominal,baseline,extended-model,false,false,9.578810959075497,11.000000000000021,true,6.149999999999986,0
27031,nominal,guarded,nominal-model,false,false,58.53373552702419,6.999999999999983,true,2.0500000000000007,0
27031,nominal,guarded,extended-model,false,false,59.94625349168507,6.799999999999984,true,2.0500000000000007,0
27031,nominal,no-speed-cap,nominal-model,false,false,58.53373552702419,6.999999999999983,true,2.0500000000000007,0
27031,nominal,no-speed-cap,extended-model,false,false,59.94625349168507,6.799999999999984,true,2.0500000000000007,0
27031,nominal,no-brake-bound,nominal-model,false,false,8.094113253545743,11.250000000000025,true,6.149999999999986,0
27031,nominal,no-brake-bound,extended-model,false,false,9.578810959075497,11.000000000000021,true,6.149999999999986,0
27032,nominal,baseline,nominal-model,false,false,8.217751098928659,14.950000000000077,true,10.25000000000001,0
27032,nominal,baseline,extended-model,false,false,6.759644479067504,15.200000000000081,true,10.25000000000001,0
27032,nominal,guarded,nominal-model,false,false,48.418634786055804,11.60000000000003,true,6.8999999999999835,0
27032,nominal,guarded,extended-model,false,false,46.96058339975377,11.850000000000033,true,6.8999999999999835,0
27032,nominal,no-speed-cap,nominal-model,false,false,48.418634786055804,11.60000000000003,true,6.8999999999999835,0
27032,nominal,no-speed-cap,extended-model,false,false,46.96058339975377,11.850000000000033,true,6.8999999999999835,0
27032,nominal,no-brake-bound,nominal-model,false,false,8.217751098928659,14.950000000000077,true,10.25000000000001,0
27032,nominal,no-brake-bound,extended-model,false,false,6.759644479067504,15.200000000000081,true,10.25000000000001,0
27033,nominal,baseline,nominal-model,false,false,8.124534048383339,10.700000000000017,true,6.249999999999986,0
27033,nominal,baseline,extended-model,false,false,8.183228798705557,10.700000000000017,true,6.249999999999986,0
27033,nominal,guarded,nominal-model,false,false,40.721369822293184,7.99999999999998,true,3.5499999999999954,0
27033,nominal,guarded,extended-model,false,false,40.77953207705838,7.94999999999998,true,3.5499999999999954,0
27033,nominal,no-speed-cap,nominal-model,false,false,40.721369822293184,7.99999999999998,true,3.5499999999999954,0
27033,nominal,no-speed-cap,extended-model,false,false,40.77953207705838,7.94999999999998,true,3.5499999999999954,0
27033,nominal,no-brake-bound,nominal-model,false,false,8.124534048383339,10.700000000000017,true,6.249999999999986,0
27033,nominal,no-brake-bound,extended-model,false,false,8.183228798705557,10.700000000000017,true,6.249999999999986,0
27034,nominal,baseline,nominal-model,false,false,8.074320010216582,11.800000000000033,true,7.4499999999999815,0
27034,nominal,baseline,extended-model,false,false,7.448766410054191,11.900000000000034,true,7.4499999999999815,0
27034,nominal,guarded,nominal-model,false,false,38.6873547788565,9.249999999999996,true,4.899999999999991,0
27034,nominal,guarded,extended-model,false,false,38.06218862626139,9.349999999999998,true,4.899999999999991,0
